id,statecode,state,county,zipcode,city,latitude,longitude,pop,region
1,AK,AK,ANCHORAGE,99505,JBER,61.31,-149.65,4647,
2,AK,AK,ANCHORAGE,99504,ANCHORAGE,61.17,-149.63,31110,
3,AK,AK,ANCHORAGE,99506,JBER,61.27,-149.79,6290,
4,AK,AK,ANCHORAGE,99503,ANCHORAGE,61.18,-149.88,11361,
5,AK,AK,ANCHORAGE,99501,ANCHORAGE,61.22,-149.85,11113,
6,AK,AK,ANCHORAGE,99508,ANCHORAGE,61.2,-149.82,24660,
7,AK,AK,ANCHORAGE,99502,ANCHORAGE,61.16,-149.99,18918,
8,AK,AK,ANCHORAGE,99507,ANCHORAGE,61.14,-149.76,30403,
9,AK,AK,ANCHORAGE,99511,ANCHORAGE,61.11,-149.86,2929,
10,AK,AK,ANCHORAGE,99513,ANCHORAGE,61.21,-149.88,0,
11,AK,AK,ANCHORAGE,99510,ANCHORAGE,61.22,-149.88,1046,
12,AK,AK,ANCHORAGE,99509,ANCHORAGE,61.17,-149.88,1993,
13,AK,AK,ANCHORAGE,99516,ANCHORAGE,61.08,-149.7,17313,
14,AK,AK,ANCHORAGE,99515,ANCHORAGE,61.11,-149.9,18877,
15,AK,AK,ANCHORAGE,99514,ANCHORAGE,61.2,-149.82,1709,
16,AK,AK,ANCHORAGE,99517,ANCHORAGE,61.19,-149.94,12984,
17,AK,AK,ANCHORAGE,99518,ANCHORAGE,61.15,-149.88,8070,
18,AK,AK,ANCHORAGE,99521,ANCHORAGE,61.2,-149.74,1389,
19,AK,AK,ANCHORAGE,99520,ANCHORAGE,61.21,-149.86,1445,
20,AK,AK,ANCHORAGE,99519,ANCHORAGE,61.19,-149.98,859,
21,AK,AK,ANCHORAGE,99523,ANCHORAGE,61.16,-149.83,1856,
22,AK,AK,ANCHORAGE,99529,ANCHORAGE,61.18,-149.98,0,
23,AK,AK,ANCHORAGE,99524,ANCHORAGE,61.18,-149.89,2247,
24,AK,AK,ANCHORAGE,99522,ANCHORAGE,61.15,-149.92,1597,
25,AK,AK,ANCHORAGE,99530,ANCHORAGE,61.26,-149.97,0,
26,AK,AK,BETHEL,99545,KONGIGANAK,60.78,-161.79,0,
27,AK,AK,ANCHORAGE,99540,INDIAN,61,-149.43,0,
28,AK,AK,LAKE AND PENINSULA,99548,CHIGNIK LAKE,56.23,-158.74,0,
29,AK,AK,ALEUTIANS WEST,99546,ADAK,51.9,-176.67,0,
30,AK,AK,LAKE AND PENINSULA,99549,PORT HEIDEN,57.09,-158.26,0,
31,AK,AK,KODIAK ISLAND,99550,PORT LIONS,57.9,-153.04,0,
32,AK,AK,ALEUTIANS WEST,99547,ATKA,52.23,-174.16,0,
33,AK,AK,BETHEL,99551,AKIACHAK,60.87,-161.42,0,
34,AK,AK,BETHEL,99552,AKIAK,60.9,-161.29,0,
35,AK,AK,DILLINGHAM,99555,ALEKNAGIK,59.24,-158.62,0,
36,AK,AK,WADE HAMPTON,99554,ALAKANUK,62.44,-164.38,0,
37,AK,AK,KENAI PENINSULA,99556,ANCHOR POINT,59.82,-151.59,1802,
38,AK,AK,ALEUTIANS EAST,99553,AKUTAN,54.13,-165.88,0,
39,AK,AK,BETHEL,99557,ANIAK,61.2,-158.6,469,
40,AK,AK,YUKON KOYUKUK,99558,ANVIK,62.63,-160.2,0,
41,AK,AK,BETHEL,99559,BETHEL,60.93,-161.8,5013,
42,AK,AK,BETHEL,99561,CHEFORNAK,60.15,-164.06,0,
43,AK,AK,VALDEZ CORDOVA,99566,CHITINA,61.45,-143.15,0,
44,AK,AK,LAKE AND PENINSULA,99565,CHIGNIK LAGOON,56.3,-158.49,0,
45,AK,AK,WADE HAMPTON,99563,CHEVAK,61.56,-165.38,612,
46,AK,AK,LAKE AND PENINSULA,99564,CHIGNIK,56.3,-158.36,0,
47,AK,AK,ANCHORAGE,99567,CHUGIAK,61.41,-149.17,7692,
48,AK,AK,KENAI PENINSULA,99568,CLAM GULCH,60.21,-151.4,0,
49,AK,AK,ALEUTIANS EAST,99571,COLD BAY,55.92,-160.29,0,
50,AK,AK,DILLINGHAM,99569,CLARKS POINT,58.83,-158.53,0,
51,AK,AK,ANCHORAGE,99577,EAGLE RIVER,61.21,-149.25,23726,
52,AK,AK,VALDEZ CORDOVA,99573,COPPER CENTER,61.68,-145.14,878,
53,AK,AK,VALDEZ CORDOVA,99574,CORDOVA,60.79,-145.61,2250,
54,AK,AK,KENAI PENINSULA,99572,COOPER LANDING,60.49,-149.82,0,
55,AK,AK,BETHEL,99575,CROOKED CREEK,61.86,-157.99,0,
56,AK,AK,DILLINGHAM,99576,DILLINGHAM,58.82,-157.86,2115,
57,AK,AK,BETHEL,99578,EEK,60.19,-162.13,0,
58,AK,AK,LAKE AND PENINSULA,99579,EGEGIK,58.37,-156.8,0,
59,AK,AK,DILLINGHAM,99580,EKWOK,59.35,-157.48,0,
60,AK,AK,WADE HAMPTON,99581,EMMONAK,62.69,-162.96,545,
61,AK,AK,VALDEZ CORDOVA,99586,GAKONA,62.41,-143.41,455,
62,AK,AK,WADE HAMPTON,99585,MARSHALL,61.87,-162.05,0,
63,AK,AK,BETHEL,99589,GOODNEWS BAY,59.19,-161.71,0,
64,AK,AK,ANCHORAGE,99587,GIRDWOOD,60.9,-148.91,1911,
65,AK,AK,VALDEZ CORDOVA,99588,GLENNALLEN,62.1,-145.53,1151,
66,AK,AK,ANCHORAGE,99599,ANCHORAGE,61.21,-149.86,0,
67,AK,AK,YUKON KOYUKUK,99590,GRAYLING,62.89,-160.1,0,
68,AK,AK,YUKON KOYUKUK,99602,HOLY CROSS,62.18,-159.84,0,
69,AK,AK,ALEUTIANS WEST,99591,SAINT GEORGE ISLAND,56.57,-169.63,0,
70,AK,AK,ALEUTIANS EAST,99583,FALSE PASS,54.83,-163.65,0,
71,AK,AK,KENAI PENINSULA,99603,HOMER,59.4,-151.32,8774,
72,AK,AK,KENAI PENINSULA,99605,HOPE,60.84,-149.4,0,
73,AK,AK,WADE HAMPTON,99604,HOOPER BAY,61.6,-165.74,683,
74,AK,AK,KODIAK ISLAND,99608,KARLUK,57.6,-154.33,0,
75,AK,AK,BETHEL,99607,KALSKAG,61.61,-160.2,0,
76,AK,AK,BETHEL,99609,KASIGLUK,60.87,-162.54,0,
77,AK,AK,LAKE AND PENINSULA,99606,ILIAMNA,59.52,-154.4,0,
78,AK,AK,KENAI PENINSULA,99611,KENAI,60.66,-150.9,11185,
79,AK,AK,KENAI PENINSULA,99610,KASILOF,60.28,-151.26,1973,
80,AK,AK,ALEUTIANS EAST,99612,KING COVE,55.08,-162.32,527,
81,AK,AK,BRISTOL BAY,99613,KING SALMON,58.75,-156.54,487,
82,AK,AK,LAKE AND PENINSULA,99613,KING SALMON,58.75,-156.54,487,
83,AK,AK,WADE HAMPTON,99620,KOTLIK,62.84,-163.65,0,
84,AK,AK,KODIAK ISLAND,99615,KODIAK,57.79,-152.4,11442,
85,AK,AK,KODIAK ISLAND,99619,KODIAK,57.79,-152.4,0,
86,AK,AK,BETHEL,99614,KIPNUK,59.93,-164.06,0,
87,AK,AK,BETHEL,99621,KWETHLUK,60.79,-161.42,0,
88,AK,AK,BETHEL,99622,KWIGILLINGOK,59.87,-163.18,0,
89,AK,AK,KODIAK ISLAND,99624,LARSEN BAY,57.48,-153.99,0,
90,AK,AK,MATANUSKA SUSITNA,99623,WASILLA,61.61,-149.58,0,
91,AK,AK,BETHEL,99630,MEKORYUK,60.08,-166.48,0,
92,AK,AK,BETHEL,99626,LOWER KALSKAG,61.51,-160.36,0,
93,AK,AK,YUKON KOYUKUK,99627,MC GRATH,62.51,-154.44,0,
94,AK,AK,LAKE AND PENINSULA,99625,LEVELOCK,58.95,-156.48,0,
95,AK,AK,DILLINGHAM,99628,MANOKOTAK,58.88,-158.93,0,
96,AK,AK,MATANUSKA SUSITNA,99629,WASILLA,61.58,-149.44,1051,
97,AK,AK,KENAI PENINSULA,99631,MOOSE PASS,60.57,-149.45,0,
98,AK,AK,WADE HAMPTON,99632,MOUNTAIN VILLAGE,62.09,-163.71,510,
99,AK,AK,KENAI PENINSULA,99635,NIKISKI,60.91,-150.7,1620,
100,AK,AK,BETHEL,99634,NAPAKIAK,60.67,-162.01,0,
101,AK,AK,LAKE AND PENINSULA,99640,NONDALTON,59.96,-154.87,0,
102,AK,AK,DILLINGHAM,99636,NEW STUYAHOK,59.47,-157.27,0,
103,AK,AK,ALEUTIANS WEST,99638,NIKOLSKI,52.99,-168.82,0,
104,AK,AK,BETHEL,99637,TOKSOOK BAY,60.54,-165.14,0,
105,AK,AK,KENAI PENINSULA,99639,NINILCHIK,60.07,-151.42,1011,
106,AK,AK,BRISTOL BAY,99633,NAKNEK,58.8,-156.73,434,
107,AK,AK,MATANUSKA SUSITNA,99645,PALMER,61.6,-148.46,21020,
108,AK,AK,KODIAK ISLAND,99644,OUZINKIE,57.93,-152.42,0,
109,AK,AK,LAKE AND PENINSULA,99649,PILOT POINT,57.83,-157.13,0,
110,AK,AK,LAKE AND PENINSULA,99647,PEDRO BAY,59.86,-154.03,0,
111,AK,AK,BETHEL,99641,NUNAPITCHUK,60.88,-162.32,0,
112,AK,AK,KODIAK ISLAND,99643,OLD HARBOR,57.21,-153.32,0,
113,AK,AK,WADE HAMPTON,99650,PILOT STATION,61.94,-162.88,0,
114,AK,AK,LAKE AND PENINSULA,99648,PERRYVILLE,55.9,-159.27,0,
115,AK,AK,BETHEL,99655,QUINHAGAK,59.81,-161.71,470,
116,AK,AK,MATANUSKA SUSITNA,99654,WASILLA,61.52,-149.57,27809,
117,AK,AK,BETHEL,99656,RED DEVIL,61.66,-157.69,0,
118,AK,AK,MATANUSKA SUSITNA,99652,BIG LAKE,61.46,-150.09,2380,
119,AK,AK,WADE HAMPTON,99657,RUSSIAN MISSION,61.81,-161.44,0,
120,AK,AK,BETHEL,99651,PLATINUM,58.96,-161.74,0,
121,AK,AK,LAKE AND PENINSULA,99653,PORT ALSWORTH,60.46,-154.19,0,
122,AK,AK,WADE HAMPTON,99658,SAINT MARYS,62.06,-163.29,473,
123,AK,AK,NOME,99659,SAINT MICHAEL,63.47,-162.11,0,
124,AK,AK,YUKON KOYUKUK,99665,SHAGELUK,62.64,-159.53,0,
125,AK,AK,WADE HAMPTON,99662,SCAMMON BAY,61.74,-165.47,0,
126,AK,AK,KENAI PENINSULA,99664,SEWARD,60.05,-149.33,3718,
127,AK,AK,KENAI PENINSULA,99663,SELDOVIA,59.39,-151.66,411,
128,AK,AK,ALEUTIANS WEST,99660,SAINT PAUL ISLAND,57.18,-170.26,0,
129,AK,AK,ALEUTIANS EAST,99661,SAND POINT,55.26,-160.66,552,
130,AK,AK,WADE HAMPTON,99666,NUNAM IQUA,62.09,-165.18,0,
131,AK,AK,MATANUSKA SUSITNA,99674,SUTTON,61.86,-148.29,1200,
132,AK,AK,KENAI PENINSULA,99672,STERLING,60.54,-150.79,2713,
133,AK,AK,YUKON KOYUKUK,99675,TAKOTNA,62.97,-156.08,0,
134,AK,AK,BRISTOL BAY,99670,SOUTH NAKNEK,58.67,-156.98,0,
135,AK,AK,ALEUTIANS EAST,99669,SOLDOTNA,60.32,-150.79,12970,
136,AK,AK,KENAI PENINSULA,99669,SOLDOTNA,60.32,-150.79,12970,
137,AK,AK,NOME,99671,STEBBINS,63.47,-162.28,0,
138,AK,AK,MATANUSKA SUSITNA,99667,SKWENTNA,61.93,-151.73,0,
139,AK,AK,BETHEL,99668,SLEETMUTE,61.31,-157.42,0,
140,AK,AK,MATANUSKA SUSITNA,99676,TALKEETNA,62.42,-148.76,1375,
141,AK,AK,KENAI PENINSULA,99682,TYONEK,61.08,-151.16,0,
142,AK,AK,BETHEL,99679,TULUKSAK,61.06,-160.36,0,
143,AK,AK,BETHEL,99680,TUNTUTULIAK,60.41,-162.65,0,
144,AK,AK,BETHEL,99681,TUNUNAK,60.6,-165.13,0,
145,AK,AK,DILLINGHAM,99678,TOGIAK,59.21,-160.54,512,
146,AK,AK,MATANUSKA SUSITNA,99683,TRAPPER CREEK,62.69,-151.07,0,
147,AK,AK,VALDEZ CORDOVA,99677,TATITLEK,60.88,-146.65,0,
148,AK,AK,YAKUTAT,99689,YAKUTAT,59.51,-139.71,476,
149,AK,AK,NOME,99684,UNALAKLEET,64.09,-160.36,582,
150,AK,AK,MATANUSKA SUSITNA,99687,WASILLA,61.36,-150.07,13589,
151,AK,AK,MATANUSKA SUSITNA,99688,WILLOW,61.89,-149.73,2175,
152,AK,AK,BETHEL,99690,NIGHTMUTE,60.49,-164.81,0,
153,AK,AK,ALEUTIANS WEST,99685,UNALASKA,53.9,-166.4,721,
154,AK,AK,YUKON KOYUKUK,99691,NIKOLAI,62.87,-153.87,0,
155,AK,AK,VALDEZ CORDOVA,99686,VALDEZ,61.4,-145.66,3567,
156,AK,AK,FAIRBANKS NORTH STAR,99703,FORT WAINWRIGHT,64.81,-147.62,5033,
157,AK,AK,ALEUTIANS WEST,99692,DUTCH HARBOR,53.89,-166.53,2127,
158,AK,AK,ANCHORAGE,99695,ANCHORAGE,61.45,-150.63,0,
159,AK,AK,MATANUSKA SUSITNA,99694,HOUSTON,61.66,-149.68,0,
160,AK,AK,FAIRBANKS NORTH STAR,99701,FAIRBANKS,64.81,-147.72,12139,
161,AK,AK,VALDEZ CORDOVA,99693,WHITTIER,60.28,-148.3,0,
162,AK,AK,KODIAK ISLAND,99697,KODIAK,57.55,-153.43,0,
163,AK,AK,FAIRBANKS NORTH STAR,99702,EIELSON AFB,64.67,-147.04,2579,
164,AK,AK,DENALI,99704,CLEAR,64.28,-149.19,0,
165,AK,AK,FAIRBANKS NORTH STAR,99707,FAIRBANKS,64.83,-147.69,4743,
166,AK,AK,FAIRBANKS NORTH STAR,99705,NORTH POLE,64.77,-147.33,16064,
167,AK,AK,FAIRBANKS NORTH STAR,99708,FAIRBANKS,64.87,-147.89,6504,
168,AK,AK,FAIRBANKS NORTH STAR,99706,FAIRBANKS,64.83,-147.88,1357,
169,AK,AK,FAIRBANKS NORTH STAR,99709,FAIRBANKS,64.9,-148.16,16606,
170,AK,AK,FAIRBANKS NORTH STAR,99710,FAIRBANKS,64.91,-147.56,1451,
171,AK,AK,FAIRBANKS NORTH STAR,99711,FAIRBANKS,64.81,-147.57,1330,
172,AK,AK,FAIRBANKS NORTH STAR,99716,TWO RIVERS,64.87,-146.87,0,
173,AK,AK,YUKON KOYUKUK,99720,ALLAKAKET,66.57,-152.95,0,
174,AK,AK,NORTH SLOPE,99723,BARROW,71.28,-156.78,3328,
175,AK,AK,NORTH SLOPE,99721,ANAKTUVUK PASS,68.15,-151.71,0,
176,AK,AK,FAIRBANKS NORTH STAR,99712,FAIRBANKS,64.93,-146.61,7262,
177,AK,AK,YUKON KOYUKUK,99722,ARCTIC VILLAGE,68.09,-145.57,0,
178,AK,AK,FAIRBANKS NORTH STAR,99714,SALCHA,64.37,-146.59,823,
179,AK,AK,YUKON KOYUKUK,99724,BEAVER,66.32,-146.77,0,
180,AK,AK,SOUTHEAST FAIRBANKS,99731,FORT GREELY,64.04,-145.73,645,
181,AK,AK,YUKON KOYUKUK,99726,BETTLES FIELD,67.24,-152.27,0,
182,AK,AK,FAIRBANKS NORTH STAR,99725,ESTER,64.85,-148.02,852,
183,AK,AK,YUKON KOYUKUK,99730,CENTRAL,65.47,-145.19,0,
184,AK,AK,DENALI,99729,CANTWELL,63.33,-148.33,0,
185,AK,AK,SOUTHEAST FAIRBANKS,99732,CHICKEN,63.86,-142.12,0,
186,AK,AK,NORTHWEST ARCTIC,99727,BUCKLAND,65.97,-161.13,0,
187,AK,AK,YUKON KOYUKUK,99733,CIRCLE,65.79,-144.2,0,
188,AK,AK,YUKON KOYUKUK,99740,FORT YUKON,66.56,-145.25,420,
189,AK,AK,NORTHWEST ARCTIC,99736,DEERING,66.07,-162.73,0,
190,AK,AK,SOUTHEAST FAIRBANKS,99738,EAGLE,64.43,-141.22,0,
191,AK,AK,NORTH SLOPE,99734,PRUDHOE BAY,70.01,-148.88,0,
192,AK,AK,YUKON KOYUKUK,99741,GALENA,64.74,-156.85,441,
193,AK,AK,NOME,99739,ELIM,64.63,-162.34,0,
194,AK,AK,SOUTHEAST FAIRBANKS,99737,DELTA JUNCTION,63.7,-144.89,3603,
195,AK,AK,NOME,99742,GAMBELL,63.75,-171.69,0,
196,AK,AK,YUKON KOYUKUK,99746,HUSLIA,65.69,-156.35,0,
197,AK,AK,DENALI,99744,ANDERSON,64.2,-148.97,0,
198,AK,AK,NORTHWEST ARCTIC,99749,KIANA,66.97,-160.43,0,
199,AK,AK,NORTH SLOPE,99747,KAKTOVIK,70.12,-143.66,0,
200,AK,AK,YUKON KOYUKUK,99745,HUGHES,66.05,-154.24,0,
201,AK,AK,YUKON KOYUKUK,99748,KALTAG,63.81,-159.67,0,
202,AK,AK,DENALI,99743,HEALY,64.01,-148.35,914,
203,AK,AK,NORTHWEST ARCTIC,99750,KIVALINA,67.73,-164.55,0,
204,AK,AK,YUKON KOYUKUK,99754,KOYUKUK,65.04,-158.66,0,
205,AK,AK,YUKON KOYUKUK,99756,MANLEY HOT SPRINGS,64.65,-150.9,0,
206,AK,AK,NORTHWEST ARCTIC,99751,KOBUK,66.93,-156.88,0,
207,AK,AK,NORTHWEST ARCTIC,99752,KOTZEBUE,67.24,-161.19,2238,
208,AK,AK,NOME,99753,KOYUK,64.93,-161.14,0,
209,AK,AK,YUKON KOYUKUK,99757,LAKE MINCHUMINA,63.81,-152.25,0,
210,AK,AK,DENALI,99755,DENALI NATIONAL PARK,63.64,-148.81,0,
211,AK,AK,YUKON KOYUKUK,99758,MINTO,65.09,-149.64,0,
212,AK,AK,YUKON KOYUKUK,99760,NENANA,64.47,-148.57,618,
213,AK,AK,NOME,99762,NOME,64.71,-164.62,3049,
214,AK,AK,NORTHWEST ARCTIC,99761,NOATAK,67.57,-163,0,
215,AK,AK,NORTHWEST ARCTIC,99763,NOORVIK,66.83,-161.03,0,
216,AK,AK,NORTH SLOPE,99759,POINT LAY,69.73,-162.82,0,
217,AK,AK,SOUTHEAST FAIRBANKS,99764,NORTHWAY,63,-141.69,0,
218,AK,AK,NORTH SLOPE,99766,POINT HOPE,68.34,-166.67,503,
219,AK,AK,YUKON KOYUKUK,99765,NULATO,64.72,-158.11,0,
220,AK,AK,NOME,99769,SAVOONGA,63.68,-170.49,0,
221,AK,AK,NORTHWEST ARCTIC,99773,SHUNGNAK,66.88,-157.15,0,
222,AK,AK,NOME,99771,SHAKTOOLIK,64.25,-160.91,0,
223,AK,AK,YUKON KOYUKUK,99774,STEVENS VILLAGE,66.01,-149.07,0,
224,AK,AK,NOME,99772,SHISHMAREF,66.02,-165.91,0,
225,AK,AK,YUKON KOYUKUK,99767,RAMPART,65.4,-150.2,0,
226,AK,AK,NORTHWEST ARCTIC,99770,SELAWIK,66.59,-160.02,0,
227,AK,AK,YUKON KOYUKUK,99768,RUBY,64.79,-153.87,0,
228,AK,AK,SOUTHEAST FAIRBANKS,99776,TANACROSS,63.38,-143.39,0,
229,AK,AK,NOME,99778,TELLER,65.25,-166.36,0,
230,AK,AK,SOUTHEAST FAIRBANKS,99780,TOK,63.66,-143.19,1362,
231,AK,AK,YUKON KOYUKUK,99781,VENETIE,67,-146.37,0,
232,AK,AK,FAIRBANKS NORTH STAR,99775,FAIRBANKS,64.86,-147.82,1061,
233,AK,AK,NORTH SLOPE,99782,WAINWRIGHT,70.63,-159.96,409,
234,AK,AK,YUKON KOYUKUK,99777,TANANA,65.18,-152.07,0,
235,AK,AK,NOME,99785,BREVIG MISSION,65.44,-166.56,0,
236,AK,AK,FAIRBANKS NORTH STAR,99790,FAIRBANKS,64.51,-147.66,0,
237,AK,AK,NOME,99784,WHITE MOUNTAIN,64.64,-163.73,0,
238,AK,AK,NOME,99783,WALES,65.61,-168.09,0,
239,AK,AK,NORTHWEST ARCTIC,99786,AMBLER,67.08,-157.9,0,
240,AK,AK,NORTH SLOPE,99789,NUIQSUT,69.83,-152.14,0,
241,AK,AK,YUKON KOYUKUK,99788,CHALKYITSIK,66.64,-143.78,0,
242,AK,AK,NORTH SLOPE,99791,ATQASUK,70.48,-157.39,0,
243,AK,AK,HOONAH-ANGOON,99820,ANGOON,57.44,-134.48,0,
244,AK,AK,JUNEAU,99801,JUNEAU,58.58,-134.77,18213,
245,AK,AK,JUNEAU,99812,JUNEAU,58.28,-134.4,0,
246,AK,AK,JUNEAU,99811,JUNEAU,58.47,-134.15,0,
247,AK,AK,JUNEAU,99802,JUNEAU,58.3,-134.42,2161,
248,AK,AK,JUNEAU,99803,JUNEAU,58.37,-134.59,3545,
249,AK,AK,JUNEAU,99821,AUKE BAY,58.3,-134.42,1307,
250,AK,AK,JUNEAU,99824,DOUGLAS,58.23,-134.38,1782,
251,AK,AK,HOONAH-ANGOON,99826,GUSTAVUS,58.42,-135.78,424,
252,AK,AK,HAINES,99827,HAINES,59.16,-135.86,2152,
253,AK,AK,HOONAH-ANGOON,99825,ELFIN COVE,58.1,-136.29,0,
254,AK,AK,HOONAH-ANGOON,99829,HOONAH,58.08,-135.43,660,
255,AK,AK,HOONAH-ANGOON,99832,PELICAN,57.95,-136.11,0,
256,AK,AK,PETERSBURG CENSUS AREA,99830,KAKE,56.79,-134.19,0,
257,AK,AK,PETERSBURG CENSUS AREA,99833,PETERSBURG,57.05,-132.62,2950,
258,AK,AK,SITKA,99835,SITKA,56.73,-135,7498,
259,AK,AK,PRINCE WALES HYDER,99919,THORNE BAY,55.57,-132.39,0,
260,AK,AK,JUNEAU,99850,JUNEAU,58.43,-135.38,0,
261,AK,AK,PRINCE WALES HYDER,99918,COFFMAN COVE,55.97,-132.74,0,
262,AK,AK,KETCHIKAN GATEWAY,99901,KETCHIKAN,55.61,-131.58,10392,
263,AK,AK,HOONAH-ANGOON,99841,TENAKEE SPRINGS,57.83,-135.13,0,
264,AK,AK,KETCHIKAN GATEWAY,99903,MEYERS CHUCK,55.68,-132.19,0,
265,AK,AK,SITKA,99836,PORT ALEXANDER,56.21,-134.66,0,
266,AK,AK,SKAGWAY,99840,SKAGWAY,59.57,-135.35,971,
267,AK,AK,PRINCE WALES HYDER,99926,METLAKATLA,55.14,-131.49,1018,
268,AK,AK,KETCHIKAN GATEWAY,99928,WARD COVE,55.45,-131.79,1281,
269,AK,AK,WRANGELL,99929,WRANGELL,55.95,-131.96,1956,
270,AK,AK,PRINCE WALES HYDER,99925,KLAWOCK,55.54,-132.96,682,
271,AK,AK,PRINCE WALES HYDER,99923,HYDER,55.97,-130.04,0,
272,AK,AK,PRINCE WALES HYDER,99927,POINT BAKER,56.3,-133.57,0,
273,AK,AK,PRINCE WALES HYDER,99921,CRAIG,55.46,-132.83,1367,
274,AK,AK,PRINCE WALES HYDER,99922,HYDABURG,55.2,-132.81,0,
275,AK,AK,KETCHIKAN GATEWAY,99950,KETCHIKAN,55.34,-131.64,0,
276,AL,AL,SAINT CLAIR,35004,MOODY,33.59,-86.49,8432,
277,AL,AL,SHELBY,35007,ALABASTER,33.22,-86.82,21780,
278,AL,AL,JEFFERSON,35006,ADGER,33.42,-87.19,2676,
279,AL,AL,TUSCALOOSA,35006,ADGER,33.42,-87.19,2676,
280,AL,AL,WALKER,35006,ADGER,33.42,-87.19,2676,
281,AL,AL,JEFFERSON,35005,ADAMSVILLE,33.59,-86.95,6375,
282,AL,AL,BLOUNT,35013,ALLGOOD,33.9,-86.51,0,
283,AL,AL,TALLAPOOSA,35011,ALEXANDER CITY,32.92,-85.93,1334,
284,AL,AL,COOSA,35010,ALEXANDER CITY,32.92,-85.93,16204,
285,AL,AL,ELMORE,35010,ALEXANDER CITY,32.92,-85.93,16204,
286,AL,AL,TALLAPOOSA,35010,ALEXANDER CITY,32.92,-85.93,16204,
287,AL,AL,JEFFERSON,35022,BESSEMER,33.37,-86.96,16096,
288,AL,AL,SHELBY,35022,BESSEMER,33.37,-86.96,16096,
289,AL,AL,JEFFERSON,35021,BESSEMER,33.37,-86.96,543,
290,AL,AL,TALLADEGA,35014,ALPINE,33.33,-86.18,3070,
291,AL,AL,JEFFERSON,35023,BESSEMER,33.43,-86.99,19495,
292,AL,AL,CULLMAN,35019,BAILEYTON,34.26,-86.61,1766,
293,AL,AL,MORGAN,35019,BAILEYTON,34.26,-86.61,1766,
294,AL,AL,JEFFERSON,35020,BESSEMER,33.37,-86.96,19176,
295,AL,AL,JEFFERSON,35015,ALTON,33.61,-86.59,0,
296,AL,AL,BLOUNT,35016,ARAB,34.32,-86.5,13412,
297,AL,AL,CULLMAN,35016,ARAB,34.32,-86.5,13412,
298,AL,AL,MARSHALL,35016,ARAB,34.32,-86.5,13412,
299,AL,AL,MORGAN,35016,ARAB,34.32,-86.5,13412,
300,AL,AL,BIBB,35035,BRIERFIELD,33.06,-86.98,1057,
301,AL,AL,CHILTON,35035,BRIERFIELD,33.06,-86.98,1057,
302,AL,AL,SHELBY,35035,BRIERFIELD,33.06,-86.98,1057,
303,AL,AL,CULLMAN,35033,BREMEN,33.95,-87,2711,
304,AL,AL,WALKER,35033,BREMEN,33.95,-87,2711,
305,AL,AL,BIBB,35034,BRENT,32.94,-87.17,3090,
306,AL,AL,PERRY,35034,BRENT,32.94,-87.17,3090,
307,AL,AL,CHILTON,35040,CALERA,33.1,-86.75,11839,
308,AL,AL,SHELBY,35040,CALERA,33.1,-86.75,11839,
309,AL,AL,JEFFERSON,35036,BROOKSIDE,33.63,-86.91,0,
310,AL,AL,WALKER,35038,BURNWELL,33.6,-87.14,0,
311,AL,AL,BLOUNT,35031,BLOUNTSVILLE,34.08,-86.58,5923,
312,AL,AL,CULLMAN,35031,BLOUNTSVILLE,34.08,-86.58,5923,
313,AL,AL,MARSHALL,35031,BLOUNTSVILLE,34.08,-86.58,5923,
314,AL,AL,TALLADEGA,35032,BON AIR,33.26,-86.33,0,
315,AL,AL,TALLADEGA,35044,CHILDERSBURG,33.27,-86.35,5729,
316,AL,AL,CHILTON,35045,CLANTON,32.84,-86.62,10205,
317,AL,AL,CHILTON,35046,CLANTON,32.84,-86.62,4966,
318,AL,AL,COOSA,35046,CLANTON,32.84,-86.62,4966,
319,AL,AL,BIBB,35042,CENTREVILLE,32.95,-87.13,4226,
320,AL,AL,PERRY,35042,CENTREVILLE,32.95,-87.13,4226,
321,AL,AL,JEFFERSON,35048,CLAY,33.7,-86.58,0,
322,AL,AL,JEFFERSON,35041,CARDIFF,33.64,-86.92,0,
323,AL,AL,SHELBY,35043,CHELSEA,33.32,-86.63,7877,
324,AL,AL,BLOUNT,35049,CLEVELAND,33.99,-86.57,3113,
325,AL,AL,CULLMAN,35056,CULLMAN,34.17,-86.83,1382,
326,AL,AL,CULLMAN,35055,CULLMAN,34.17,-86.83,14351,
327,AL,AL,CULLMAN,35057,CULLMAN,34.17,-86.83,9536,
328,AL,AL,SAINT CLAIR,35054,CROPWELL,33.45,-86.34,3250,
329,AL,AL,CULLMAN,35053,CRANE HILL,34.07,-87.05,1991,
330,AL,AL,WINSTON,35053,CRANE HILL,34.07,-87.05,1991,
331,AL,AL,SHELBY,35051,COLUMBIANA,33.17,-86.6,6352,
332,AL,AL,SAINT CLAIR,35052,COOK SPRINGS,33.59,-86.36,0,
333,AL,AL,CULLMAN,35058,CULLMAN,34.17,-86.83,7942,
334,AL,AL,JEFFERSON,35062,DORA,33.73,-87.08,6679,
335,AL,AL,WALKER,35062,DORA,33.73,-87.08,6679,
336,AL,AL,BLOUNT,35063,EMPIRE,33.84,-87.01,2508,
337,AL,AL,JEFFERSON,35063,EMPIRE,33.84,-87.01,2508,
338,AL,AL,WALKER,35063,EMPIRE,33.84,-87.01,2508,
339,AL,AL,JEFFERSON,35060,DOCENA,33.56,-86.89,0,
