id,statecode,state,county,zipcode,city,latitude,longitude,pop,region
4586,CA,CA,SAN MATEO,94062,REDWOOD CITY,37.4,-122.29,22552,8
4587,CA,CA,SAN MATEO,94074,SAN GREGORIO,37.33,-122.34,0,8
4588,CA,CA,SAN MATEO,94065,REDWOOD CITY,37.53,-122.24,10134,8
4589,CA,CA,SAN MATEO,94070,SAN CARLOS,37.49,-122.26,26469,8
4590,CA,CA,SAN MATEO,94083,SOUTH SAN FRANCISCO,37.64,-122.41,884,8
4591,CA,CA,SAN MATEO,94080,SOUTH SAN FRANCISCO,37.65,-122.42,53242,8
4592,CA,CA,SANTA CLARA,94085,SUNNYVALE,37.38,-122.01,16831,7
4593,CA,CA,SAN MATEO,94064,REDWOOD CITY,37.46,-122.25,1200,8
4594,CA,CA,SAN MATEO,94066,SAN BRUNO,37.62,-122.43,35122,8
4595,CA,CA,SANTA CLARA,94089,SUNNYVALE,37.42,-122,16628,7
4596,CA,CA,SANTA CLARA,94087,SUNNYVALE,37.35,-122.03,46300,7
4597,CA,CA,SAN FRANCISCO,94103,SAN FRANCISCO,37.77,-122.41,16260,4
4598,CA,CA,SANTA CLARA,94088,SUNNYVALE,37.39,-122.03,1427,7
4599,CA,CA,SAN FRANCISCO,94102,SAN FRANCISCO,37.77,-122.41,16733,4
4600,CA,CA,SANTA CLARA,94086,SUNNYVALE,37.36,-122.02,37637,7
4601,CA,CA,SAN FRANCISCO,94104,SAN FRANCISCO,37.79,-122.4,1959,4
4602,CA,CA,SAN FRANCISCO,94109,SAN FRANCISCO,37.79,-122.42,38763,4
4603,CA,CA,SAN FRANCISCO,94111,SAN FRANCISCO,37.79,-122.39,3905,4
4604,CA,CA,SAN FRANCISCO,94108,SAN FRANCISCO,37.79,-122.4,10020,4
4605,CA,CA,SAN FRANCISCO,94110,SAN FRANCISCO,37.74,-122.41,53093,4
4606,CA,CA,SAN FRANCISCO,94107,SAN FRANCISCO,37.76,-122.39,19741,4
4607,CA,CA,SAN FRANCISCO,94105,SAN FRANCISCO,37.78,-122.39,5271,4
4608,CA,CA,SAN FRANCISCO,94112,SAN FRANCISCO,37.72,-122.44,64941,4
4609,CA,CA,SAN FRANCISCO,94119,SAN FRANCISCO,37.78,-122.45,1798,4
4610,CA,CA,SAN FRANCISCO,94117,SAN FRANCISCO,37.76,-122.44,27878,4
4611,CA,CA,SAN FRANCISCO,94118,SAN FRANCISCO,37.78,-122.46,30630,4
4612,CA,CA,SAN FRANCISCO,94115,SAN FRANCISCO,37.78,-122.43,24064,4
4613,CA,CA,SAN FRANCISCO,94114,SAN FRANCISCO,37.75,-122.43,26380,4
4614,CA,CA,SAN FRANCISCO,94121,SAN FRANCISCO,37.77,-122.49,34786,4
4615,CA,CA,SAN FRANCISCO,94120,SAN FRANCISCO,37.79,-122.4,0,4
4616,CA,CA,SAN FRANCISCO,94116,SAN FRANCISCO,37.74,-122.48,37668,4
4617,CA,CA,SAN FRANCISCO,94123,SAN FRANCISCO,37.8,-122.43,19132,4
4618,CA,CA,SAN FRANCISCO,94122,SAN FRANCISCO,37.76,-122.48,46850,4
4619,CA,CA,SAN FRANCISCO,94126,SAN FRANCISCO,37.79,-122.39,476,4
4620,CA,CA,SAN FRANCISCO,94127,SAN FRANCISCO,37.73,-122.45,17250,4
4621,CA,CA,SAN FRANCISCO,94124,SAN FRANCISCO,37.73,-122.38,24380,4
4622,CA,CA,SAN MATEO,94128,SAN FRANCISCO,37.61,-122.38,683,8
4623,CA,CA,SAN FRANCISCO,94129,SAN FRANCISCO,37.79,-122.46,2542,4
4624,CA,CA,SAN FRANCISCO,94125,SAN FRANCISCO,37.73,-122.38,0,4
4625,CA,CA,SAN FRANCISCO,94130,SAN FRANCISCO,37.81,-122.36,1387,4
4626,CA,CA,SAN FRANCISCO,94134,SAN FRANCISCO,37.72,-122.41,32983,4
4627,CA,CA,SAN FRANCISCO,94131,SAN FRANCISCO,37.74,-122.44,22759,4
4628,CA,CA,SAN FRANCISCO,94137,SAN FRANCISCO,37.79,-122.4,0,4
4629,CA,CA,SAN FRANCISCO,94133,SAN FRANCISCO,37.8,-122.41,20583,4
4630,CA,CA,SAN FRANCISCO,94132,SAN FRANCISCO,37.72,-122.48,19425,4
4631,CA,CA,SAN FRANCISCO,94141,SAN FRANCISCO,37.76,-122.41,414,4
4632,CA,CA,SAN FRANCISCO,94144,SAN FRANCISCO,37.78,-122.46,0,4
4633,CA,CA,SAN FRANCISCO,94142,SAN FRANCISCO,37.78,-122.41,1208,4
4634,CA,CA,SAN FRANCISCO,94140,SAN FRANCISCO,37.75,-122.41,625,4
4635,CA,CA,SAN FRANCISCO,94143,SAN FRANCISCO,37.76,-122.45,0,4
4636,CA,CA,SAN FRANCISCO,94145,SAN FRANCISCO,37.79,-122.4,0,4
4637,CA,CA,SAN FRANCISCO,94139,SAN FRANCISCO,37.79,-122.4,0,4
4638,CA,CA,SAN FRANCISCO,94151,SAN FRANCISCO,37.79,-122.39,0,4
4639,CA,CA,SAN FRANCISCO,94153,SAN FRANCISCO,37.77,-122.41,0,4
4640,CA,CA,SAN FRANCISCO,94147,SAN FRANCISCO,37.8,-122.43,565,4
4641,CA,CA,SAN FRANCISCO,94146,SAN FRANCISCO,37.75,-122.43,0,4
4642,CA,CA,SAN FRANCISCO,94154,SAN FRANCISCO,37.77,-122.41,0,4
4643,CA,CA,SAN FRANCISCO,94161,SAN FRANCISCO,37.79,-122.4,0,4
4644,CA,CA,SAN FRANCISCO,94163,SAN FRANCISCO,37.78,-122.4,0,4
4645,CA,CA,SAN FRANCISCO,94156,SAN FRANCISCO,37.78,-122.4,0,4
4646,CA,CA,SAN FRANCISCO,94160,SAN FRANCISCO,37.71,-122.4,0,4
4647,CA,CA,SAN FRANCISCO,94159,SAN FRANCISCO,37.78,-122.45,479,4
4648,CA,CA,SAN FRANCISCO,94164,SAN FRANCISCO,37.78,-122.42,467,4
4649,CA,CA,SAN FRANCISCO,94158,SAN FRANCISCO,37.76,-122.39,2706,4
4650,CA,CA,SAN FRANCISCO,94162,SAN FRANCISCO,37.78,-122.4,0,4
4651,CA,CA,SAN FRANCISCO,94188,SAN FRANCISCO,37.74,-122.38,787,4
4652,CA,CA,SAN FRANCISCO,94171,SAN FRANCISCO,37.77,-122.41,0,4
4653,CA,CA,SAN FRANCISCO,94177,SAN FRANCISCO,37.79,-122.39,0,4
4654,CA,CA,SAN FRANCISCO,94172,SAN FRANCISCO,37.76,-122.48,0,4
4655,CA,CA,SACRAMENTO,94203,SACRAMENTO,38.58,-121.49,0,3
4656,CA,CA,SACRAMENTO,94204,SACRAMENTO,38.6,-121.44,0,3
4657,CA,CA,SACRAMENTO,94208,SACRAMENTO,38.58,-121.49,0,3
4658,CA,CA,SACRAMENTO,94206,SACRAMENTO,38.49,-121.45,0,3
4659,CA,CA,SACRAMENTO,94209,SACRAMENTO,38.58,-121.49,0,3
4660,CA,CA,SACRAMENTO,94207,SACRAMENTO,38.58,-121.49,0,3
4661,CA,CA,SACRAMENTO,94211,SACRAMENTO,38.58,-121.49,0,3
4662,CA,CA,SACRAMENTO,94205,SACRAMENTO,38.47,-121.44,0,3
4663,CA,CA,SACRAMENTO,94229,SACRAMENTO,38.58,-121.49,0,3
4664,CA,CA,SACRAMENTO,94230,SACRAMENTO,38.47,-121.44,0,3
4665,CA,CA,SACRAMENTO,94234,SACRAMENTO,38.58,-121.49,0,3
4666,CA,CA,SACRAMENTO,94237,SACRAMENTO,38.58,-121.49,0,3
4667,CA,CA,SACRAMENTO,94236,SACRAMENTO,38.58,-121.49,0,3
4668,CA,CA,SACRAMENTO,94239,SACRAMENTO,38.55,-121.49,0,3
4669,CA,CA,SACRAMENTO,94232,SACRAMENTO,38.55,-121.49,0,3
4670,CA,CA,SACRAMENTO,94240,SACRAMENTO,38.58,-121.49,0,3
4671,CA,CA,SACRAMENTO,94244,SACRAMENTO,38.58,-121.49,0,3
4672,CA,CA,SACRAMENTO,94235,SACRAMENTO,38.58,-121.49,0,3
4673,CA,CA,SACRAMENTO,94252,SACRAMENTO,38.58,-121.49,0,3
4674,CA,CA,SACRAMENTO,94248,SACRAMENTO,38.58,-121.49,0,3
4675,CA,CA,SACRAMENTO,94247,SACRAMENTO,38.58,-121.49,0,3
4676,CA,CA,SACRAMENTO,94250,SACRAMENTO,38.58,-121.49,0,3
4677,CA,CA,SACRAMENTO,94249,SACRAMENTO,38.57,-121.46,0,3
4678,CA,CA,SACRAMENTO,94246,SACRAMENTO,38.58,-121.49,0,3
4679,CA,CA,SACRAMENTO,94245,SACRAMENTO,38.58,-121.49,0,3
4680,CA,CA,SACRAMENTO,94254,SACRAMENTO,38.58,-121.49,0,3
4681,CA,CA,SACRAMENTO,94259,SACRAMENTO,38.55,-121.49,0,3
4682,CA,CA,SACRAMENTO,94258,SACRAMENTO,38.58,-121.49,0,3
4683,CA,CA,SACRAMENTO,94256,SACRAMENTO,38.58,-121.49,0,3
4684,CA,CA,SACRAMENTO,94257,SACRAMENTO,38.58,-121.49,0,3
4685,CA,CA,SACRAMENTO,94261,SACRAMENTO,38.58,-121.49,0,3
4686,CA,CA,SACRAMENTO,94263,SACRAMENTO,38.58,-121.49,0,3
4687,CA,CA,SACRAMENTO,94262,SACRAMENTO,38.58,-121.49,0,3
4688,CA,CA,SACRAMENTO,94267,SACRAMENTO,38.58,-121.49,0,3
4689,CA,CA,SACRAMENTO,94277,SACRAMENTO,38.58,-121.49,0,3
4690,CA,CA,SACRAMENTO,94279,SACRAMENTO,38.58,-121.49,0,3
4691,CA,CA,SACRAMENTO,94269,SACRAMENTO,38.55,-121.49,0,3
4692,CA,CA,SACRAMENTO,94278,SACRAMENTO,38.57,-121.46,0,3
4693,CA,CA,SACRAMENTO,94274,SACRAMENTO,38.58,-121.49,0,3
4694,CA,CA,SACRAMENTO,94271,SACRAMENTO,38.58,-121.49,0,3
4695,CA,CA,SACRAMENTO,94273,SACRAMENTO,38.58,-121.49,0,3
4696,CA,CA,SACRAMENTO,94268,SACRAMENTO,38.58,-121.49,0,3
4697,CA,CA,SACRAMENTO,94286,SACRAMENTO,38.55,-121.49,0,3
4698,CA,CA,SACRAMENTO,94280,SACRAMENTO,38.58,-121.49,0,3
4699,CA,CA,SACRAMENTO,94287,SACRAMENTO,38.58,-121.49,0,3
4700,CA,CA,SACRAMENTO,94285,SACRAMENTO,38.55,-121.49,0,3
4701,CA,CA,SACRAMENTO,94282,SACRAMENTO,38.58,-121.49,0,3
4702,CA,CA,SACRAMENTO,94288,SACRAMENTO,38.58,-121.49,0,3
4703,CA,CA,SACRAMENTO,94284,SACRAMENTO,38.55,-121.49,0,3
4704,CA,CA,SACRAMENTO,94283,SACRAMENTO,38.47,-121.44,0,3
4705,CA,CA,SACRAMENTO,94290,SACRAMENTO,38.55,-121.49,0,3
4706,CA,CA,SACRAMENTO,94291,SACRAMENTO,38.55,-121.49,0,3
4707,CA,CA,SACRAMENTO,94289,SACRAMENTO,38.58,-121.49,0,3
4708,CA,CA,SACRAMENTO,94294,SACRAMENTO,38.55,-121.49,0,3
4709,CA,CA,SACRAMENTO,94297,SACRAMENTO,38.55,-121.49,0,3
4710,CA,CA,SACRAMENTO,94295,SACRAMENTO,38.58,-121.49,0,3
4711,CA,CA,SACRAMENTO,94296,SACRAMENTO,38.57,-121.5,0,3
4712,CA,CA,SACRAMENTO,94293,SACRAMENTO,38.55,-121.49,0,3
4713,CA,CA,SACRAMENTO,94298,SACRAMENTO,38.58,-121.49,0,3
4714,CA,CA,SANTA CLARA,94302,PALO ALTO,37.44,-122.15,645,7
4715,CA,CA,SANTA CLARA,94301,PALO ALTO,37.44,-122.15,14401,7
4716,CA,CA,SACRAMENTO,94299,SACRAMENTO,38.56,-121.46,0,3
4717,CA,CA,SANTA CLARA,94305,STANFORD,37.41,-122.17,5084,7
4718,CA,CA,SANTA CLARA,94304,PALO ALTO,37.37,-122.18,2781,7
4719,CA,CA,SAN MATEO,94303,PALO ALTO,37.45,-122.1,34099,8
4720,CA,CA,SANTA CLARA,94303,PALO ALTO,37.45,-122.1,34099,7
4721,CA,CA,SANTA CLARA,94306,PALO ALTO,37.41,-122.13,22810,7
4722,CA,CA,SAN MATEO,94403,SAN MATEO,37.54,-122.3,33305,8
4723,CA,CA,SANTA CLARA,94309,PALO ALTO,37.41,-122.16,946,7
4724,CA,CA,SAN MATEO,94402,SAN MATEO,37.52,-122.35,21898,8
4725,CA,CA,SAN MATEO,94401,SAN MATEO,37.57,-122.32,25273,8
4726,CA,CA,SAN MATEO,94404,SAN MATEO,37.55,-122.26,29611,8
4727,CA,CA,SAN MATEO,94497,SAN MATEO,37.56,-122.32,0,8
4728,CA,CA,ALAMEDA,94502,ALAMEDA,37.73,-122.24,12235,6
4729,CA,CA,ALAMEDA,94501,ALAMEDA,37.77,-122.27,48387,6
4730,CA,CA,ALAMEDA,94505,DISCOVERY BAY,37.86,-121.64,9925,6
4731,CA,CA,CONTRA COSTA,94505,DISCOVERY BAY,37.86,-121.64,9925,5
4732,CA,CA,SAN JOAQUIN,94505,DISCOVERY BAY,37.86,-121.64,9925,10
4733,CA,CA,CONTRA COSTA,94507,ALAMO,37.84,-121.97,14041,5
4734,CA,CA,CONTRA COSTA,94506,DANVILLE,37.78,-121.88,20743,5
4735,CA,CA,NAPA,94503,AMERICAN CANYON,38.18,-122.25,15188,2
4736,CA,CA,SOLANO,94503,AMERICAN CANYON,38.18,-122.25,15188,2
4737,CA,CA,CONTRA COSTA,94511,BETHEL ISLAND,38.07,-121.62,1583,5
4738,CA,CA,CONTRA COSTA,94509,ANTIOCH,37.99,-121.81,45524,5
4739,CA,CA,SOLANO,94510,BENICIA,38.11,-122.13,23802,2
4740,CA,CA,NAPA,94508,ANGWIN,38.57,-122.44,2362,2
4741,CA,CA,NAPA,94515,CALISTOGA,38.62,-122.61,5845,2
4742,CA,CA,SONOMA,94515,CALISTOGA,38.62,-122.61,5845,2
4743,CA,CA,CONTRA COSTA,94513,BRENTWOOD,37.87,-121.68,42684,5
4744,CA,CA,SOLANO,94512,BIRDS LANDING,38.12,-121.81,0,2
4745,CA,CA,ALAMEDA,94514,BYRON,37.85,-121.62,1729,6
4746,CA,CA,CONTRA COSTA,94514,BYRON,37.85,-121.62,1729,5
4747,CA,CA,SAN JOAQUIN,94514,BYRON,37.85,-121.62,1729,10
4748,CA,CA,CONTRA COSTA,94516,CANYON,37.82,-122.16,0,5
4749,CA,CA,CONTRA COSTA,94519,CONCORD,37.99,-122,14804,5
4750,CA,CA,CONTRA COSTA,94517,CLAYTON,37.88,-121.84,11352,5
4751,CA,CA,CONTRA COSTA,94518,CONCORD,37.95,-122.02,21464,5
4752,CA,CA,CONTRA COSTA,94522,CONCORD,38.01,-122.02,498,5
4753,CA,CA,CONTRA COSTA,94520,CONCORD,38,-122.03,26131,5
4754,CA,CA,CONTRA COSTA,94523,PLEASANT HILL,37.95,-122.07,27947,5
4755,CA,CA,CONTRA COSTA,94524,CONCORD,37.97,-122.05,720,5
4756,CA,CA,CONTRA COSTA,94526,DANVILLE,37.81,-121.97,28860,5
4757,CA,CA,CONTRA COSTA,94527,CONCORD,37.97,-122.05,0,5
4758,CA,CA,CONTRA COSTA,94525,CROCKETT,38.04,-122.23,2510,5
4759,CA,CA,CONTRA COSTA,94521,CONCORD,37.97,-121.96,34763,5
4760,CA,CA,CONTRA COSTA,94529,CONCORD,37.87,-122.04,0,5
4761,CA,CA,CONTRA COSTA,94530,EL CERRITO,37.91,-122.3,21140,5
4762,CA,CA,CONTRA COSTA,94528,DIABLO,37.83,-121.95,1028,5
4763,CA,CA,SOLANO,94533,FAIRFIELD,38.28,-122,51145,2
4764,CA,CA,CONTRA COSTA,94531,ANTIOCH,37.96,-121.76,31488,5
4765,CA,CA,SOLANO,94534,FAIRFIELD,38.23,-122.12,30105,2
4766,CA,CA,SOLANO,94535,TRAVIS AFB,38.26,-121.93,4193,2
4767,CA,CA,ALAMEDA,94536,FREMONT,37.56,-121.98,55569,6
4768,CA,CA,ALAMEDA,94540,HAYWARD,37.65,-122.09,819,6
4769,CA,CA,ALAMEDA,94543,HAYWARD,37.67,-122.08,0,6
4770,CA,CA,ALAMEDA,94538,FREMONT,37.5,-121.96,49149,6
4771,CA,CA,ALAMEDA,94541,HAYWARD,37.67,-122.08,44424,6
4772,CA,CA,ALAMEDA,94539,FREMONT,37.51,-121.89,44440,6
4773,CA,CA,ALAMEDA,94537,FREMONT,37.55,-122.01,960,6
4774,CA,CA,ALAMEDA,94542,HAYWARD,37.65,-122.04,9246,6
4775,CA,CA,ALAMEDA,94544,HAYWARD,37.63,-122.04,55190,6
4776,CA,CA,ALAMEDA,94545,HAYWARD,37.62,-122.11,24681,6
4777,CA,CA,ALAMEDA,94552,CASTRO VALLEY,37.69,-122.01,13039,6
4778,CA,CA,CONTRA COSTA,94548,KNIGHTSEN,37.97,-121.65,754,5
4779,CA,CA,CONTRA COSTA,94549,LAFAYETTE,37.9,-122.11,24865,5
4780,CA,CA,CONTRA COSTA,94547,HERCULES,38.01,-122.25,20527,5
4781,CA,CA,ALAMEDA,94546,CASTRO VALLEY,37.7,-122.08,35351,6
4782,CA,CA,ALAMEDA,94551,LIVERMORE,37.77,-121.75,32376,6
4783,CA,CA,ALAMEDA,94550,LIVERMORE,37.68,-121.75,40153,6
4784,CA,CA,CONTRA COSTA,94551,LIVERMORE,37.77,-121.75,32376,5
4785,CA,CA,SANTA CLARA,94550,LIVERMORE,37.68,-121.75,40153,7
4786,CA,CA,NAPA,94558,NAPA,38.55,-122.15,54496,2
4787,CA,CA,CONTRA COSTA,94553,MARTINEZ,37.98,-122.15,38654,5
4788,CA,CA,CONTRA COSTA,94556,MORAGA,37.83,-122.1,13735,5
4789,CA,CA,ALAMEDA,94560,NEWARK,37.51,-122.04,35570,6
4790,CA,CA,ALAMEDA,94555,FREMONT,37.55,-122.07,28222,6
4791,CA,CA,NAPA,94559,NAPA,38.23,-122.29,21017,2
4792,CA,CA,ALAMEDA,94557,HAYWARD,37.62,-122.1,0,6
4793,CA,CA,CONTRA COSTA,94561,OAKLEY,37.99,-121.68,27185,5
4794,CA,CA,NAPA,94567,POPE VALLEY,38.67,-122.44,537,2
4795,CA,CA,CONTRA COSTA,94565,PITTSBURG,38,-121.83,61968,5
4796,CA,CA,ALAMEDA,94566,PLEASANTON,37.65,-121.85,37329,6
4797,CA,CA,CONTRA COSTA,94564,PINOLE,37.99,-122.27,15898,5
4798,CA,CA,CONTRA COSTA,94563,ORINDA,37.89,-122.19,17132,5
4799,CA,CA,ALAMEDA,94568,DUBLIN,37.71,-121.91,34457,6
4800,CA,CA,CONTRA COSTA,94569,PORT COSTA,38.03,-122.19,0,5
4801,CA,CA,NAPA,94562,OAKVILLE,38.42,-122.4,0,2
4802,CA,CA,NAPA,94573,RUTHERFORD,38.45,-122.41,771,2
4803,CA,CA,SACRAMENTO,94571,RIO VISTA,38.18,-121.73,6699,3
4804,CA,CA,SOLANO,94571,RIO VISTA,38.18,-121.73,6699,2
4805,CA,CA,CONTRA COSTA,94575,MORAGA,37.84,-122.12,0,5
4806,CA,CA,CONTRA COSTA,94572,RODEO,38.03,-122.23,6725,5
4807,CA,CA,NAPA,94574,SAINT HELENA,38.55,-122.39,7143,2
4808,CA,CA,CONTRA COSTA,94570,MORAGA,38.11,-122.13,0,5
4809,CA,CA,ALAMEDA,94577,SAN LEANDRO,37.71,-122.16,37421,6
4810,CA,CA,NAPA,94576,DEER PARK,38.55,-122.47,0,2
4811,CA,CA,CONTRA COSTA,94583,SAN RAMON,37.78,-121.99,40007,5
4812,CA,CA,NAPA,94581,NAPA,38.29,-122.28,1475,2
4813,CA,CA,ALAMEDA,94586,SUNOL,37.56,-121.84,937,6
4814,CA,CA,ALAMEDA,94579,SAN LEANDRO,37.68,-122.15,17524,6
4815,CA,CA,CONTRA COSTA,94582,SAN RAMON,37.76,-121.93,29033,5
4816,CA,CA,ALAMEDA,94580,SAN LORENZO,37.68,-122.13,22564,6
4817,CA,CA,ALAMEDA,94578,SAN LEANDRO,37.7,-122.12,28085,6
4818,CA,CA,SOLANO,94585,SUISUN CITY,38.16,-121.93,22796,2
4819,CA,CA,SOLANO,94589,VALLEJO,38.13,-122.25,22142,2
4820,CA,CA,ALAMEDA,94588,PLEASANTON,37.67,-121.93,28137,6
4821,CA,CA,NAPA,94590,VALLEJO,38.09,-122.25,25368,2
4822,CA,CA,SOLANO,94590,VALLEJO,38.09,-122.25,25368,2
4823,CA,CA,ALAMEDA,94587,UNION CITY,37.59,-122.06,57184,6
4824,CA,CA,CONTRA COSTA,94595,WALNUT CREEK,37.86,-122.07,14774,5
4825,CA,CA,SOLANO,94591,VALLEJO,38.11,-122.2,42764,2
4826,CA,CA,SOLANO,94592,VALLEJO,38.11,-122.29,553,2
4827,CA,CA,CONTRA COSTA,94596,WALNUT CREEK,37.89,-122.03,18125,5
4828,CA,CA,CONTRA COSTA,94598,WALNUT CREEK,37.91,-122.01,23862,5
4829,CA,CA,ALAMEDA,94602,OAKLAND,37.8,-122.21,22480,6
4830,CA,CA,ALAMEDA,94604,OAKLAND,37.8,-122.26,1423,6
4831,CA,CA,NAPA,94599,YOUNTVILLE,38.41,-122.36,2713,2
4832,CA,CA,ALAMEDA,94605,OAKLAND,37.75,-122.13,28141,6
4833,CA,CA,ALAMEDA,94601,OAKLAND,37.77,-122.21,33456,6
4834,CA,CA,ALAMEDA,94603,OAKLAND,37.73,-122.17,21407,6
4835,CA,CA,CONTRA COSTA,94597,WALNUT CREEK,37.91,-122.07,16977,5
4836,CA,CA,ALAMEDA,94609,OAKLAND,37.83,-122.26,14227,6
4837,CA,CA,ALAMEDA,94606,OAKLAND,37.78,-122.24,25875,6
4838,CA,CA,ALAMEDA,94610,OAKLAND,37.81,-122.24,24162,6
4839,CA,CA,ALAMEDA,94611,OAKLAND,37.83,-122.22,32155,6
4840,CA,CA,ALAMEDA,94613,OAKLAND,37.78,-122.18,0,6
4841,CA,CA,ALAMEDA,94612,OAKLAND,37.8,-122.27,8710,6
4842,CA,CA,ALAMEDA,94607,OAKLAND,37.81,-122.3,14897,6
4843,CA,CA,ALAMEDA,94608,EMERYVILLE,37.83,-122.29,18425,6
4844,CA,CA,ALAMEDA,94618,OAKLAND,37.84,-122.23,13888,6
4845,CA,CA,ALAMEDA,94615,OAKLAND,37.8,-122.29,0,6
4846,CA,CA,ALAMEDA,94619,OAKLAND,37.78,-122.12,18775,6
4847,CA,CA,ALAMEDA,94620,PIEDMONT,37.77,-122.21,474,6
4848,CA,CA,ALAMEDA,94621,OAKLAND,37.73,-122.2,18680,6
4849,CA,CA,ALAMEDA,94617,OAKLAND,37.75,-122.14,0,6
4850,CA,CA,ALAMEDA,94622,OAKLAND,37.74,-122.19,0,6
4851,CA,CA,ALAMEDA,94614,OAKLAND,37.72,-122.2,0,6
4852,CA,CA,ALAMEDA,94649,OAKLAND,37.8,-122.26,0,6
4853,CA,CA,ALAMEDA,94660,OAKLAND,37.79,-122.27,0,6
4854,CA,CA,ALAMEDA,94659,OAKLAND,37.81,-122.26,0,6
4855,CA,CA,ALAMEDA,94661,OAKLAND,37.82,-122.2,0,6
4856,CA,CA,ALAMEDA,94623,OAKLAND,37.8,-122.29,420,6
4857,CA,CA,ALAMEDA,94624,OAKLAND,37.74,-122.17,0,6
4858,CA,CA,ALAMEDA,94662,EMERYVILLE,37.84,-122.29,557,6
4859,CA,CA,ALAMEDA,94704,BERKELEY,37.86,-122.25,6826,6
4860,CA,CA,ALAMEDA,94702,BERKELEY,37.86,-122.28,12254,6
4861,CA,CA,ALAMEDA,94706,ALBANY,37.88,-122.29,15637,6
4862,CA,CA,ALAMEDA,94705,BERKELEY,37.86,-122.24,10879,6
4863,CA,CA,ALAMEDA,94666,OAKLAND,37.8,-122.26,0,6
4864,CA,CA,CONTRA COSTA,94706,ALBANY,37.88,-122.29,15637,5
4865,CA,CA,ALAMEDA,94701,BERKELEY,37.86,-122.27,359,6
4866,CA,CA,ALAMEDA,94707,BERKELEY,37.9,-122.28,11820,6
4867,CA,CA,CONTRA COSTA,94707,BERKELEY,37.9,-122.28,11820,5
4868,CA,CA,ALAMEDA,94703,BERKELEY,37.86,-122.27,13904,6
4869,CA,CA,ALAMEDA,94710,BERKELEY,37.87,-122.3,5142,6
4870,CA,CA,ALAMEDA,94708,BERKELEY,37.9,-122.26,10062,6
4871,CA,CA,CONTRA COSTA,94708,BERKELEY,37.9,-122.26,10062,5
4872,CA,CA,CONTRA COSTA,94801,RICHMOND,37.96,-122.38,18180,5
4873,CA,CA,ALAMEDA,94720,BERKELEY,37.86,-122.25,536,6
4874,CA,CA,ALAMEDA,94712,BERKELEY,37.86,-122.26,0,6
4875,CA,CA,ALAMEDA,94709,BERKELEY,37.87,-122.26,6899,6
4876,CA,CA,CONTRA COSTA,94802,RICHMOND,37.93,-122.35,573,5
4877,CA,CA,CONTRA COSTA,94803,EL SOBRANTE,37.95,-122.26,20102,5
4878,CA,CA,CONTRA COSTA,94820,EL SOBRANTE,37.97,-122.29,661,5
4879,CA,CA,CONTRA COSTA,94850,RICHMOND,37.94,-122.38,0,5
4880,CA,CA,CONTRA COSTA,94807,RICHMOND,37.92,-122.35,0,5
4881,CA,CA,CONTRA COSTA,94806,SAN PABLO,37.98,-122.33,43290,5
4882,CA,CA,CONTRA COSTA,94808,RICHMOND,37.93,-122.34,0,5
4883,CA,CA,CONTRA COSTA,94804,RICHMOND,37.92,-122.34,26686,5
4884,CA,CA,MARIN,94901,SAN RAFAEL,37.97,-122.5,33561,2
4885,CA,CA,CONTRA COSTA,94805,RICHMOND,37.94,-122.31,10551,5
4886,CA,CA,MARIN,94914,KENTFIELD,37.94,-122.53,0,2
4887,CA,CA,MARIN,94903,SAN RAFAEL,38.02,-122.54,23974,2
4888,CA,CA,MARIN,94920,BELVEDERE TIBURON,37.89,-122.47,10900,2
4889,CA,CA,SONOMA,94922,BODEGA,38.33,-122.97,0,2
4890,CA,CA,MARIN,94904,GREENBRAE,37.94,-122.56,10158,2
4891,CA,CA,MARIN,94915,SAN RAFAEL,37.95,-122.5,710,2
4892,CA,CA,MARIN,94912,SAN RAFAEL,37.97,-122.5,1403,2
4893,CA,CA,MARIN,94913,SAN RAFAEL,38.02,-122.54,0,2
4894,CA,CA,SONOMA,94928,ROHNERT PARK,38.34,-122.7,30371,2
4895,CA,CA,MARIN,94925,CORTE MADERA,37.92,-122.51,8134,2
4896,CA,CA,SONOMA,94927,ROHNERT PARK,38.34,-122.69,678,2
4897,CA,CA,SONOMA,94926,ROHNERT PARK,38.32,-122.7,0,2
4898,CA,CA,MARIN,94930,FAIRFAX,37.98,-122.6,6948,2
4899,CA,CA,MARIN,94924,BOLINAS,37.94,-122.73,1151,2
4900,CA,CA,MARIN,94929,DILLON BEACH,38.24,-122.95,0,2
4901,CA,CA,SONOMA,94923,BODEGA BAY,38.35,-123.06,1169,2
4902,CA,CA,MARIN,94933,FOREST KNOLLS,38.01,-122.69,771,2
4903,CA,CA,MARIN,94939,LARKSPUR,37.93,-122.53,5652,2
4904,CA,CA,MARIN,94940,MARSHALL,38.16,-122.84,0,2
4905,CA,CA,MARIN,94938,LAGUNITAS,38.03,-122.7,479,2
4906,CA,CA,MARIN,94937,INVERNESS,38.11,-122.92,867,2
4907,CA,CA,MARIN,94942,MILL VALLEY,37.9,-122.52,977,2
4908,CA,CA,SONOMA,94931,COTATI,38.31,-122.7,7260,2
4909,CA,CA,MARIN,94941,MILL VALLEY,37.89,-122.56,25742,2
4910,CA,CA,MARIN,94949,NOVATO,38.06,-122.54,14246,2
4911,CA,CA,MARIN,94947,NOVATO,38.1,-122.63,19940,2
